Name,IMO Number,Status,SOx Scrubber 1 Technology Type,SOx Scrubber 1 Retrofit Date,SOx Scrubber Status
Savannah Express,9665607,In Service,Open Loop,18. Nov 23,Fitted
COSCO Taicang,9355575,In Service,Open Loop,15. Nov 23,Fitted
Indian Friendship,9521394,In Service,TBC,14. Nov 23,Fitted
Hypatia de Alejandria,9498755,In Service,TBC,14. Nov 23,Fitted
Torm Innovation,9602722,In Service,Open Loop,11. Nov 23,Fitted
Jana,9386938,In Service,Open Loop,11. Nov 23,Fitted
Pertamina Gas 1,9643348,In Service,Open Loop,10. Nov 23,Fitted
Grande Portogallo,9245598,In Service,Open Loop,09. Nov 23,Fitted
MSC Santa Maria,9290426,In Service,Open Loop,08. Nov 23,Fitted
SM Lion,9723899,In Service,Open Loop,08. Nov 23,Fitted
Xin Lian Yang,9614050,In Service,Open Loop,07. Nov 23,Fitted
XH Dolphin,9596301,In Service,Open Loop,07. Nov 23,Fitted
MSC Giselle,9720196,In Service,Hybrid,07. Nov 23,Fitted
MSC Darien,9243394,In Service,Hybrid,07. Nov 23,Fitted
WEC de Hoogh,9315018,In Service,Hybrid,07. Nov 23,Fitted
MSC Fiammetta,9369758,In Service,TBC,06. Nov 23,Fitted
Nave Quasar,9514559,In Service,Open Loop,05. Nov 23,Fitted
Hestia,9310654,In Service,Open Loop,04. Nov 23,Fitted
Habari,9386940,In Service,Open Loop,03. Nov 23,Fitted
Torm Birgitte,9664720,In Service,Open Loop,03. Nov 23,Fitted
Ardmore Encounter,9654579,In Service,Open Loop,03. Nov 23,Fitted
Darya Preeti,9843376,In Service,Open Loop,03. Nov 23,Fitted
Cielo Rosso,9778301,In Service,Open Loop,02. Nov 23,Fitted
Ardmore Endurance,9654567,In Service,Open Loop,01. Nov 23,Fitted
Norfolk Express,9665592,In Service,Open Loop,31. Oct 23,Fitted
Glovis Spirit,9674165,In Service,Open Loop,31. Oct 23,Fitted
PIS Sumatera,9645798,In Service,Hybrid,27. Oct 23,Fitted
MSC Samantha VI,9110377,In Service,Hybrid,27. Oct 23,Fitted
MSC Altair,9465277,In Service,Hybrid,26. Oct 23,Fitted
SSI Interceptor,9919008,In Service,Open Loop,26. Oct 23,Fitted
Ioanna,9387566,In Service,Open Loop,25. Oct 23,Fitted
Winning Universe,9346172,In Service,TBC,24. Oct 23,Fitted
Xin Chun,9324992,In Service,Open Loop,21. Oct 23,Fitted
Enforcer,9255737,In Service,Open Loop,21. Oct 23,Fitted
COSCO Italy,9516454,In Service,Open Loop,21. Oct 23,Fitted
Champion Istra,9489209,In Service,Open Loop,20. Oct 23,Fitted
Medi Egadi,9802217,In Service,Open Loop,20. Oct 23,Fitted
Ferrum Australis,9834129,In Service,Open Loop,19. Oct 23,Fitted
MTM New Orleans,9749398,In Service,Open Loop,19. Oct 23,Fitted
MCC Tokyo,9823728,In Service,Hybrid,18. Oct 23,Fitted
MSC Abidjan,9618264,In Service,Hybrid,18. Oct 23,Fitted
MSC Hamburg,9647461,In Service,Hybrid,17. Oct 23,Fitted
YM Upward,9337468,In Service,Open Loop,16. Oct 23,Fitted
Navios Joy,9664873,In Service,Open Loop,15. Oct 23,Fitted
Top Diligence,9767895,In Service,Open Loop,15. Oct 23,Fitted
MSC Makalu III,9327683,In Service,Open Loop,14. Oct 23,Fitted
Sikinos I,9800269,In Service,Open Loop,14. Oct 23,Fitted
COSCO Kaohsiung,9355563,In Service,Open Loop,12. Oct 23,Fitted
H. Constance,9237773,In Service,Open Loop,12. Oct 23,Fitted
Paqize,9457206,In Service,Hybrid,12. Oct 23,Fitted
Narcissus,9232931,In Service,Open Loop,11. Oct 23,Fitted
MSC Vaishnavi R.,9227340,In Service,Hybrid,10. Oct 23,Fitted
MSC Emma,9463047,In Service,Hybrid,10. Oct 23,Fitted
New Prosperity,9689988,In Service,Open Loop,10. Oct 23,Fitted
Hui Ji Hai,9895630,In Service,Open Loop,10. Oct 23,Fitted
MSC Gayane,9770763,In Service,Hybrid,09. Oct 23,Fitted
MSC Arica,9619452,In Service,Hybrid,09. Oct 23,Fitted
Cape Kensington,9327815,In Service,Open Loop,09. Oct 23,Fitted
COSCO Netherlands,9516430,In Service,Open Loop,07. Oct 23,Fitted
Nave Constellation,9515929,In Service,Open Loop,07. Oct 23,Fitted
XH Navigator,9330824,In Service,Open Loop,06. Oct 23,Fitted
MSC Vancouver,9285691,In Service,Hybrid,06. Oct 23,Fitted
Dali,9787936,In Service,Open Loop,04. Oct 23,Fitted
Eliza,9387578,In Service,Open Loop,03. Oct 23,Fitted
Uranus 2,9304930,In Service,Open Loop,01. Oct 23,Fitted
MSC Asya,9339296,In Service,Hybrid,29. Sep 23,Fitted
Maxim,9604079,In Service,Open Loop,29. Sep 23,Fitted
New Melody,9799185,In Service,Open Loop,29. Sep 23,Fitted
Panopi,9554183,In Service,Open Loop,29. Sep 23,Fitted
Ardmore Enterprise,9654555,In Service,Open Loop,27. Sep 23,Fitted
As One,9668398,In Service,Open Loop,25. Sep 23,Fitted
Zeus,9886378,In Service,Open Loop,25. Sep 23,Fitted
Caravelle,9722807,In Service,Open Loop,24. Sep 23,Fitted
Island Splendor,9508861,In Service,Open Loop,24. Sep 23,Fitted
MSC Julia R.,9227338,In Service,Hybrid,22. Sep 23,Fitted
Mount Broad Peak,9741786,In Service,Open Loop,20. Sep 23,Fitted
New Vitality,9799173,In Service,Open Loop,19. Sep 23,Fitted
Tenma,9787754,In Service,Open Loop,17. Sep 23,Fitted
Xin Dan Yang,9614048,In Service,Open Loop,17. Sep 23,Fitted
MSC Singapore IV,9224348,In Service,Open Loop,15. Sep 23,Fitted
Xin Lian Ocean,9271626,In Service,Open Loop,11. Sep 23,Fitted
Kalamos,9560766,In Service,Open Loop,11. Sep 23,Fitted
YM World,9684653,In Service,Open Loop,11. Sep 23,Fitted
Manifesto,9625152,In Service,Open Loop,09. Sep 23,Fitted
YM Wish,9684641,In Service,Open Loop,08. Sep 23,Fitted
New Champion,9799147,In Service,Open Loop,08. Sep 23,Fitted
Seaspan Hannover,9320013,In Service,Open Loop,08. Sep 23,Fitted
Agneta Pallas III,9602928,In Service,Open Loop,07. Sep 23,Fitted
New Caesar,9706401,In Service,Open Loop,06. Sep 23,Fitted
Yuan Hua Hu,9723588,In Service,Open Loop,06. Sep 23,Fitted
MSC Laurence,9467419,In Service,Hybrid,06. Sep 23,Fitted
Philotimos,9793997,In Service,Open Loop,04. Sep 23,Fitted
Koen,9199127,In Service,TBC,02. Sep 23,Fitted
Tilos I,9800271,In Service,Open Loop,01. Sep 23,Fitted
Grande Spagna,9227924,In Service,Open Loop,31. Aug 23,Fitted
MSC Resilient III,9240873,In Service,Open Loop,31. Aug 23,Fitted
Amarthea,9752395,In Service,Open Loop,31. Aug 23,Fitted
Al Ruwais,9828405,In Service,Open Loop,31. Aug 23,Fitted
X-Press Bardsey,9477323,In Service,Open Loop,31. Aug 23,Fitted
Maple,9811543,In Service,Open Loop,29. Aug 23,Fitted
MSC Arushi R.,9244881,In Service,Hybrid,29. Aug 23,Fitted
Patmos I,9800245,In Service,Open Loop,28. Aug 23,Fitted
Torm Belis,9661247,In Service,Open Loop,28. Aug 23,Fitted
Torm Leader,9343194,In Service,Open Loop,27. Aug 23,Fitted
Rabaul Chief,9848780,In Service,Open Loop,27. Aug 23,Fitted
Samskip Endeavour,9436290,In Service,TBC,26. Aug 23,Fitted
Alexandra P,9495387,In Service,Open Loop,25. Aug 23,Fitted
Cape Apollo,9324136,In Service,Open Loop,24. Aug 23,Fitted
MSC Bhavya V,9297876,In Service,Hybrid,24. Aug 23,Fitted
Queen B III,9333369,In Service,Open Loop,23. Aug 23,Fitted
X-Press Mulhacen,9365960,In Service,Open Loop,20. Aug 23,Fitted
Gladiator,9378864,In Service,Open Loop,20. Aug 23,Fitted
Hui Sheng Hai,9889344,In Service,Open Loop,20. Aug 23,Fitted
Ardmore Seaventure,9539925,In Service,Open Loop,18. Aug 23,Fitted
CMA CGM Constanza,9471202,In Service,Open Loop,18. Aug 23,Fitted
MSC Adonis,9706310,In Service,Hybrid,17. Aug 23,Fitted
Lita,9819870,In Service,Open Loop,16. Aug 23,Fitted
OOCL Malaysia,9627980,In Service,Open Loop,15. Aug 23,Fitted
Kasos,9800257,In Service,Open Loop,14. Aug 23,Fitted
Andromeda,9352561,In Service,Open Loop,11. Aug 23,Fitted
X-Press Godavari,9353735,In Service,Open Loop,10. Aug 23,Fitted
Daban,9294331,In Service,Open Loop,10. Aug 23,Fitted
Proteus,9959216,In Service,Open Loop,10. Aug 23,Fitted
New Voyage,9686364,In Service,Open Loop,09. Aug 23,Fitted
MSC Alexandra,9461374,In Service,Hybrid,08. Aug 23,Fitted
Torm Voyager,9326926,In Service,Open Loop,07. Aug 23,Fitted
YM Winner,9684689,In Service,Open Loop,07. Aug 23,Fitted
Xiamen Express,9630420,In Service,Open Loop,07. Aug 23,Fitted
Flag Thenia,9605487,In Service,Open Loop,07. Aug 23,Fitted
Cosnew Lake,9804289,In Service,Open Loop,07. Aug 23,Fitted
Sea Gem,9602655,In Service,Open Loop,06. Aug 23,Fitted
X-Press Odyssey,9656137,In Service,Open Loop,05. Aug 23,Fitted
Camellia Bliss,9544085,In Service,Open Loop,05. Aug 23,Fitted
Sigrun,9612052,In Service,Open Loop,04. Aug 23,Fitted
Hui Xiu Hai,9902689,In Service,Open Loop,04. Aug 23,Fitted
Coswish Lake,9804277,In Service,Open Loop,01. Aug 23,Fitted
Berge Dinara,9273985,In Service,Open Loop,29. Jul 23,Fitted
Viking Bravery,9673020,In Service,Open Loop,25. Jul 23,Fitted
Odessa,9633458,In Service,Open Loop,25. Jul 23,Fitted
Abie,9247182,In Service,Open Loop,24. Jul 23,Fitted
MSC Bremerhaven V,9313967,In Service,Hybrid,23. Jul 23,Fitted
MSC Aldi III,9341122,In Service,Hybrid,22. Jul 23,Fitted
XH Explorer,9254680,In Service,Open Loop,22. Jul 23,Fitted
Cobalt Nova,9534028,In Service,Open Loop,22. Jul 23,Fitted
Great Song,9452476,In Service,Open Loop,22. Jul 23,Fitted
Navios Constellation,9408877,In Service,Open Loop,21. Jul 23,Fitted
Nord Kanmon,9782649,In Service,Open Loop,21. Jul 23,Fitted
Kandla Express,9408841,In Service,Open Loop,20. Jul 23,Fitted
An Shun II,9253117,In Service,Open Loop,20. Jul 23,Fitted
Xin Mao Yang,9771755,In Service,Open Loop,19. Jul 23,Fitted
Sea Calm,9629378,In Service,Open Loop,19. Jul 23,Fitted
Challenger,9722792,In Service,Open Loop,18. Jul 23,Fitted
MSC Damla,9250983,In Service,Hybrid,17. Jul 23,Fitted
Hui Chang Hai,9889332,In Service,Open Loop,17. Jul 23,Fitted
MCC Danang,9823742,In Service,Hybrid,16. Jul 23,Fitted
Morston,9608300,In Service,Open Loop,16. Jul 23,Fitted
He Ping,9375757,In Service,Open Loop,15. Jul 23,Fitted
Hui Zhi Hai,9887683,In Service,Open Loop,14. Jul 23,Fitted
Pacific Onyx,9539597,In Service,Open Loop,13. Jul 23,Fitted
Hojo,9457543,In Service,Open Loop,13. Jul 23,Fitted
Searacer,9340635,In Service,Open Loop,12. Jul 23,Fitted
MSC Olia,9408774,In Service,Open Loop,12. Jul 23,Fitted
Hui Min Hai,9887748,In Service,Open Loop,10. Jul 23,Fitted
MSC General IV,9344708,In Service,Hybrid,09. Jul 23,Fitted
CSB Glory,9473535,In Service,Open Loop,09. Jul 23,Fitted
Glovis Courage,9651101,In Service,Open Loop,08. Jul 23,Fitted
Hui Hua Hai,9887712,In Service,Open Loop,08. Jul 23,Fitted
Glovis Champion,9651113,In Service,Open Loop,07. Jul 23,Fitted
Kota Loceng,9628336,In Service,Open Loop,07. Jul 23,Fitted
Emotion,9359258,In Service,Open Loop,07. Jul 23,Fitted
Abigail N,9334882,In Service,Open Loop,06. Jul 23,Fitted
MSC Patnaree III,9240328,In Service,Hybrid,06. Jul 23,Fitted
Grand Benelux,9227900,In Service,Open Loop,06. Jul 23,Fitted
Xin Hui Yang,9771743,In Service,Open Loop,06. Jul 23,Fitted
Amad,9783693,In Service,Open Loop,06. Jul 23,Fitted
Spring Splendor,9394507,In Service,Open Loop,05. Jul 23,Fitted
Kota Singa,9681314,In Service,Open Loop,04. Jul 23,Fitted
Hui Guo Hai,9887724,In Service,Open Loop,04. Jul 23,Fitted
New Triumph,9689990,In Service,Open Loop,02. Jul 23,Fitted
COSCO Africa,9345439,In Service,Open Loop,02. Jul 23,Fitted
Helios,9941673,In Service,Open Loop,02. Jul 23,Fitted
MSC Laura,9225665,In Service,Hybrid,01. Jul 23,Fitted
Berge Odel,9406544,In Service,Open Loop,01. Jul 23,Fitted
Finntrader,9017769,In Service,Hybrid,29. Jun 23,Fitted
XH Voyager,9237230,In Service,Open Loop,28. Jun 23,Fitted
Arina,9248813,In Service,Open Loop,28. Jun 23,Fitted
YM Warmth,9704647,In Service,Open Loop,26. Jun 23,Fitted
Hui Jin Hai,9902677,In Service,Open Loop,26. Jun 23,Fitted
Hui Kang Hai,9887750,In Service,Open Loop,23. Jun 23,Fitted
Mount Logan,9641900,In Service,Open Loop,22. Jun 23,Fitted
Renaissance,8919257,In Service,Closed Loop,22. Jun 23,Fitted
CSB Years,9493092,In Service,Open Loop,21. Jun 23,Fitted
MSC Marianna,9226920,In Service,Hybrid,20. Jun 23,Fitted
Lalique,9247792,In Service,Open Loop,20. Jun 23,Fitted
DHT Lion,9722895,In Service,Open Loop,20. Jun 23,Fitted
Berge Kibo,9741798,In Service,Open Loop,19. Jun 23,Fitted
DHT Tiger,9733959,In Service,Open Loop,19. Jun 23,Fitted
MSC Sarah V,9181675,In Service,Open Loop,18. Jun 23,Fitted
CMA CGM Tarragona,9471214,In Service,Open Loop,18. Jun 23,Fitted
Laem Chabang Express,9768007,In Service,Hybrid,18. Jun 23,Fitted
Pacific Success,9518658,In Service,Open Loop,16. Jun 23,Fitted
Dalian,9595228,In Service,Open Loop,15. Jun 23,Fitted
Aghia Sofia,9522673,In Service,Open Loop,14. Jun 23,Fitted
Freud,9804461,In Service,Open Loop,14. Jun 23,Fitted
Hui Xin Hai,9887695,In Service,Open Loop,14. Jun 23,Fitted
Hui Zheng Hai,9911903,In Service,Open Loop,14. Jun 23,Fitted
Mount Gongga,9741774,In Service,Open Loop,12. Jun 23,Fitted
Chiara Oldendorff,9599171,In Service,Open Loop,12. Jun 23,Fitted
Firenze K,9245782,In Service,Open Loop,12. Jun 23,Fitted
Kota Suria,9681326,In Service,Open Loop,11. Jun 23,Fitted
Kapellen,9719290,In Service,Hybrid,10. Jun 23,Fitted
Missoni,9296810,In Service,Open Loop,10. Jun 23,Fitted
Delta Star,9458016,In Service,Open Loop,10. Jun 23,Fitted
Daniel N,9398175,In Service,Open Loop,10. Jun 23,Fitted
Hui Tai Hai,9887736,In Service,Open Loop,10. Jun 23,Fitted
Pacific Zircon,9539573,In Service,Open Loop,09. Jun 23,Fitted
Zambra,9175078,In Service,Open Loop,09. Jun 23,Fitted
Koksijde,9719305,In Service,Hybrid,09. Jun 23,Fitted
Hugo N,9398096,In Service,Open Loop,08. Jun 23,Fitted
X-Press Agility,9483671,In Service,Open Loop,08. Jun 23,Fitted
Azure Nova,9602631,In Service,Open Loop,07. Jun 23,Fitted
Hui Xiang Hai,9895642,In Service,Open Loop,07. Jun 23,Fitted
Swift Suzhou,9623556,In Service,Open Loop,06. Jun 23,Fitted
SITC Liaoning,9712369,In Service,Open Loop,06. Jun 23,Fitted
Haigui,9505821,In Service,Open Loop,06. Jun 23,Fitted
Shijing,9348663,In Service,TBC,06. Jun 23,Fitted
MSC Barbara,9226932,In Service,Hybrid,06. Jun 23,Fitted
Sapphire,9294240,In Service,Open Loop,05. Jun 23,Fitted
Finnpartner,9010163,In Service,Hybrid,03. Jun 23,Fitted
Seaking,9602916,In Service,Open Loop,03. Jun 23,Fitted
XH Mariner,9330290,In Service,Open Loop,02. Jun 23,Fitted
Swift Yangzhou,9502611,In Service,Open Loop,02. Jun 23,Fitted
Pacific Century,9568902,In Service,Open Loop,02. Jun 23,Fitted
Delta Blue,9601235,In Service,Open Loop,01. Jun 23,Fitted
Yokohama Express,9630418,In Service,Open Loop,31. May 23,Fitted
MSC Odessa V,9456965,In Service,Hybrid,31. May 23,Fitted
MSC Los Angeles,9327798,In Service,Hybrid,30. May 23,Fitted
New Eminence,9799135,In Service,Open Loop,29. May 23,Fitted
Samos,9772345,In Service,Open Loop,28. May 23,Fitted
Helen N,9479163,In Service,Open Loop,28. May 23,Fitted
Mundra Express,9408865,In Service,Open Loop,27. May 23,Fitted
The Prospector,9492323,In Service,Open Loop,27. May 23,Fitted
Hui Zhong Hai,9887700,In Service,Open Loop,27. May 23,Fitted
OOCL Washington,9417256,In Service,Open Loop,26. May 23,Fitted
MSC Katya R.,9227302,In Service,Hybrid,26. May 23,Fitted
TS Kwangyang,9757541,In Service,Open Loop,25. May 23,Fitted
Pinza,9790232,In Service,Open Loop,25. May 23,Fitted
MSC Shanghai V,9231822,In Service,Open Loop,24. May 23,Fitted
Ocean Lily,9284960,In Service,Open Loop,24. May 23,Fitted
Hui He Hai,9895654,In Service,Open Loop,24. May 23,Fitted
MSC Ronit R,9293167,In Service,Hybrid,22. May 23,Fitted
Bellina Colossus,9552977,In Service,Open Loop,22. May 23,Fitted
Alhaya,9939163,In Service,Open Loop,22. May 23,Fitted
Nansha Express,9778131,In Service,Open Loop,20. May 23,Fitted
Jersey,9178329,In Service,Open Loop,20. May 23,Fitted
Bitu Express,9265689,In Service,Open Loop,19. May 23,Fitted
Xanthos Eos,9231212,In Service,Open Loop,18. May 23,Fitted
X-Press Karakoram,9348924,In Service,Open Loop,16. May 23,Fitted
Ragnar,9633082,In Service,Open Loop,16. May 23,Fitted
Golden Calvus,9743174,In Service,Open Loop,16. May 23,Fitted
CSB Herald,9493107,In Service,Open Loop,15. May 23,Fitted
MSC Leandra V,9313943,In Service,Hybrid,15. May 23,Fitted
Superfast I,9350719,In Service,TBC,14. May 23,Fitted
Torm Resilience,9304588,In Service,Open Loop,13. May 23,Fitted
Glovis Sunlight,9798416,In Service,Open Loop,13. May 23,Fitted
APL Sentosa,9632040,In Service,Hybrid,13. May 23,Fitted
Genevi,9604392,In Service,Open Loop,12. May 23,Fitted
MSC Oliver,9703306,In Service,Hybrid,12. May 23,Fitted
YM Wholesome,9704611,In Service,Open Loop,12. May 23,Fitted
Napoles,9243423,In Service,Open Loop,12. May 23,Fitted
Pacific Creation,9469974,In Service,Open Loop,11. May 23,Fitted
Hebei King,9420605,In Service,Open Loop,10. May 23,Fitted
Ocean Alignment,9631254,In Service,Open Loop,10. May 23,Fitted
Khurais,9783679,In Service,Open Loop,10. May 23,Fitted
YM Wellness,9704623,In Service,Open Loop,09. May 23,Fitted
OOCL Rauma,9462794,In Service,Open Loop,09. May 23,Fitted
Navios Unison,9408853,In Service,Open Loop,08. May 23,Fitted
MSC Regina,9202651,In Service,Open Loop,08. May 23,Fitted
Berge Elbrus,9741762,In Service,Open Loop,08. May 23,Fitted
Marathi,9772357,In Service,Open Loop,07. May 23,Fitted
Cosflying Lake,9698771,In Service,Open Loop,07. May 23,Fitted
MSC Express III,9374571,In Service,Hybrid,07. May 23,Fitted
MSC Melatilde,9404675,In Service,Hybrid,06. May 23,Fitted
Great Tang,9452464,In Service,Open Loop,06. May 23,Fitted
Falcon Confidence,9308871,In Service,Open Loop,04. May 23,Fitted
Robin Hood,9087477,In Service,Hybrid,02. May 23,Fitted
Clivia Oldendorff,9599195,In Service,Open Loop,02. May 23,Fitted
Elandra Sound,9821706,In Service,Open Loop,30. Apr 23,Fitted
Pacific Spirit,9518646,In Service,Open Loop,30. Apr 23,Fitted
CSB Brilliant,9473561,In Service,Open Loop,30. Apr 23,Fitted
Eternal Peace,9259745,In Service,Open Loop,28. Apr 23,Fitted
Nireta,9237785,In Service,Open Loop,27. Apr 23,Fitted
Nhava Sheva Express,9406738,In Service,Open Loop,27. Apr 23,Fitted
Kota Lihat,9628324,In Service,Open Loop,27. Apr 23,Fitted
OOCL Ho Chi Minh City,9613599,In Service,Open Loop,26. Apr 23,Fitted
Vung Tau Express,9767998,In Service,Open Loop,26. Apr 23,Fitted
Glovis Silver,9775828,In Service,Open Loop,24. Apr 23,Fitted
MSC Sweden VI,9231262,In Service,Hybrid,24. Apr 23,Fitted
X-Press Sagarmala,9862736,In Service,Open Loop,24. Apr 23,Fitted
Kufra,9935155,In Service,Open Loop,24. Apr 23,Fitted
Ever Devotion,9612973,In Service,Open Loop,23. Apr 23,Fitted
B Pacific,9697296,In Service,TBC,22. Apr 23,Fitted
ESL Seal,9598701,In Service,Open Loop,22. Apr 23,Fitted
Tina 5,9237761,In Service,Open Loop,22. Apr 23,Fitted
Sunshine Bliss,9401996,In Service,Open Loop,21. Apr 23,Fitted
MSC Katrina,9467445,In Service,Hybrid,21. Apr 23,Fitted
Elandra Bay,9821691,In Service,Open Loop,21. Apr 23,Fitted
CS Leader,9517939,In Service,Open Loop,20. Apr 23,Fitted
Grande Italia,9227912,In Service,Open Loop,20. Apr 23,Fitted
Berge Ishizuchi,9446570,In Service,Open Loop,19. Apr 23,Fitted
Heerengracht,9435753,In Service,Open Loop,19. Apr 23,Fitted
Xin Rui Ocean,9374026,In Service,Open Loop,18. Apr 23,Fitted
MSC Pina,9339272,In Service,Hybrid,18. Apr 23,Fitted
DHT Stallion,9813448,In Service,Open Loop,18. Apr 23,Fitted
Pacific Martina,9772060,In Service,Open Loop,18. Apr 23,Fitted
Front Empire,9788332,In Service,Open Loop,18. Apr 23,Fitted
CMA CGM Estelle,9729116,In Service,Hybrid,17. Apr 23,Fitted
Ever Conquest,9612985,In Service,Open Loop,17. Apr 23,Fitted
Ciudad de Granada,9217125,In Service,Open Loop,17. Apr 23,Fitted
X-Press Kailash,9348912,In Service,Open Loop,13. Apr 23,Fitted
ESL Sealion,9493614,In Service,Open Loop,13. Apr 23,Fitted
YM Wondrous,9684677,In Service,TBC,12. Apr 23,Fitted
ESL Whale,9454577,In Service,Open Loop,11. Apr 23,Fitted
Kota Megah,9632765,In Service,Open Loop,09. Apr 23,Fitted
OOCL Berlin,9622605,In Service,TBC,09. Apr 23,Fitted
Ever Beauty,9612961,In Service,Open Loop,09. Apr 23,Fitted
Golden Incus,9743198,In Service,Open Loop,09. Apr 23,Fitted
Ever Shine,9600437,In Service,Open Loop,08. Apr 23,Fitted
Ensemble,9312212,In Service,Open Loop,08. Apr 23,Fitted
Andromeda V,9197832,In Service,Hybrid,08. Apr 23,Fitted
Hebei Legend,9438470,In Service,Open Loop,06. Apr 23,Fitted
Shagangfirst Star,9520728,In Service,Open Loop,06. Apr 23,Fitted
Yuan Yue Hu,9681211,In Service,TBC,05. Apr 23,Fitted
Al Khtam,9823534,In Service,Open Loop,04. Apr 23,Fitted
Empire,9387425,In Service,Open Loop,04. Apr 23,Fitted
CMA CGM Rio Grande,9722699,In Service,Hybrid,03. Apr 23,Fitted
Green Anax,9927213,In Service,Open Loop,03. Apr 23,Fitted
Front Princess,9788904,In Service,Open Loop,02. Apr 23,Fitted
New Dream,9689976,In Service,Open Loop,02. Apr 23,Fitted
Ever Ability,9612959,In Service,Open Loop,01. Apr 23,Fitted
Keeper,9313395,In Service,TBC,01. Apr 23,Fitted
ESL Dolphin,9520716,In Service,Open Loop,31. Mar 23,Fitted
Mount Annapurna,9519365,In Service,Open Loop,31. Mar 23,Fitted
ESL Walrus,9493626,In Service,Open Loop,31. Mar 23,Fitted
YM Witness,9704609,In Service,Open Loop,31. Mar 23,Fitted
BW Loyalty,9350290,In Service,TBC,30. Mar 23,Fitted
Cape Eagle,9624469,In Service,Open Loop,29. Mar 23,Fitted
Erecter,9315082,In Service,Open Loop,28. Mar 23,Fitted
Sonangol Cabinda,9575589,In Service,Open Loop,27. Mar 23,Fitted
Golden Cumulus,9717400,In Service,Open Loop,27. Mar 23,Fitted
Sarah Oldendorff,9490258,In Service,Open Loop,26. Mar 23,Fitted
Michalis H,9637791,In Service,Open Loop,25. Mar 23,Fitted
DHT Panther,9722900,In Service,Open Loop,25. Mar 23,Fitted
Haiphong Express,9778129,In Service,Open Loop,23. Mar 23,Fitted
OOCL France,9622617,In Service,Open Loop,23. Mar 23,Fitted
Hebei Shijiazhuang,9482706,In Service,Open Loop,22. Mar 23,Fitted
MSC Camille,9404651,In Service,Hybrid,21. Mar 23,Fitted
Ares,9174397,In Service,Open Loop,20. Mar 23,Fitted
Global Trust,9534640,In Service,Open Loop,20. Mar 23,Fitted
CMA CGM Jacques Joseph,9729104,In Service,Hybrid,20. Mar 23,Fitted
Heng Yuan,9325300,In Service,Open Loop,18. Mar 23,Fitted
Torm Allegro,9484912,In Service,Open Loop,18. Mar 23,Fitted
MSC Hong Kong V,9231810,In Service,Open Loop,17. Mar 23,Fitted
Berge Caubvick,9335848,In Service,Open Loop,17. Mar 23,Fitted
Freeport Star,9933212,In Service,Open Loop,17. Mar 23,Fitted
MSC Yuvika V,9141285,In Service,Open Loop,16. Mar 23,Fitted
